id,wrong,correct
249,by,be
250,me,be
251,we,be
252,became,be_coming
253,pit,beat
254,beting,beating
255,beaufiful,beautiful
256,bacam,became
257,becaues,because
258,becouse,because
259,bed_room,bedrooms
260,bf,beef
261,bean,been
262,bine,been
263,be_for,before
264,befor,before
265,behed,behind
266,behism,behind
267,been,being
268,bell_ringing,bellringing
269,belong,belongs
270,bend_in,bending
271,beets,best
272,bet,better
273,beter,better
274,beththe,better
275,beverly,beverley
276,bewere,beware
277,bciyle,bicycles
278,bing,big
279,Big_haded,big-headed
280,biger,bigger
281,bigest,biggest
282,build,billed
283,brid,bird
284,biccuits,biscuits
285,biten,bitten
286,blow,blew
287,bludy,bloody
288,blossm,blossom
289,bosting,boasting
290,bodys,bodies
291,bod,body
292,bouse,booze
293,borrowd,borrowed
294,bos,boss
295,botton,bottom
296,buy,boy
297,boy,boy's
298,boys,boy's
299,boy_friend,boyfriend
300,boyfreind,boyfriend
301,boyfrend,boyfriend
302,boyfrends,boyfriend's
303,boy,boys
304,boy's,boys
305,breaks,brakes
306,brain,bran
307,bravist,bravest
308,bred_crumes,breadcrumbs
309,brack,break
310,brick,break
311,brecfast,breakfast
312,brakes,breaks
313,breez,breeze
314,brocken,broken
315,borther,brother
316,brother,brothers
317,broug,brought
318,brough,brought
319,brus,brussels
320,brusels,brussels
321,brusls,brussels
322,brust,brussels
323,bubbals,bubbles
324,billd,build
325,billed,build
326,buld,build
327,billding,building
328,bilt,built
329,buit,built
330,bolot,bullet
331,bulet,bullet
332,bulete,bullet
333,bered,buried
334,brun,burn
335,bihr,by
336,kiffe,cafe
337,cald,called
338,call,called
339,calld,called
340,could,called
341,carmd,calmed
342,comer,calmer
343,cam,came
344,come,came
345,kom,came
346,kum,came
347,came,can
348,cane,can
349,cant,can't
350,canth,can't
351,carn't,can't
352,carnt,can't
353,candle_stick,candlestick
354,cain,cane
355,can_not,cannot
356,connot,cannot
357,captian,captain
358,captman,captain
359,catptman,captain
360,cpn,captain
361,Star,car
362,carrer,career
363,carefull,careful
364,carful,careful
365,carfull,careful
366,caresll,carefully
367,cared,carried
368,carred,carried
369,carrid,carried
370,carring,carrying
371,carlsat,castle
372,carsal,castle
373,carsell,castle
374,cartal,castle
375,cartill,castle
376,cartsel,castle
377,catal,castle
378,catsal,castle
379,cats,cat's
380,cash,catch
381,chach,catch
382,caugh,caught
383,cort,caught
384,cought,caught
385,celebrate,celebrated
386,choin,chain
387,chere,chair
388,cage,changed
389,characte,character
390,charickter,character
391,change,charged
392,cheeroh,cheerio
393,cheter,cheetah
394,chow,chew
395,chidren,children
396,childrenes,children's
397,cimbenr,chimney
398,cherped,chirped
399,ching,choosing
400,choosen,chosen
401,christman,christmas
402,cinama,cinema
403,cinma,cinema
404,sercus,circus
405,classis,classes
406,clater,clatter
407,clors,claws
408,clearn,clean
409,glean,clean
410,clean,cleaned
411,cleand,cleaned
412,clim,climb
413,clime,climb
414,cimed,climbed
415,climb,climbed
416,closd,closed
417,clous,closed
418,cloths,clothes
419,clous,clothes
420,colhes,clothes
421,couldes,clouds
422,coulds,clouds
423,clob,club
424,colbe,club
425,cote,coat
426,cofens,coffins
427,colur,colour
428,com,come
429,comr,come
430,coum,come
431,kumh,come
432,come,comes
433,comvatable,comfortable
434,come,coming
435,comeing,coming
436,comon,common
437,coperney,company
438,consantrate,concentrate
439,cornfield,confide
440,caps,cops
441,corral,coral
442,corres,cores
443,corer,corner
444,croner,corner
445,call,could
446,cod,could
447,couldnt,couldn't
448,count,couldn't
449,counsall,council
450,counsel,council
451,cousall,council
452,coverd,covered
453,cow_Boys,cowboys
454,crept,crapped
455,crush,crash
456,crowling,crawling
457,creek,creak
458,creaps,creeps
459,creps,creeps
460,crepy,creepy
461,creeped,crept
462,cryed,cried
463,crys,cries
464,crigckey,crikey
465,cresp,crisp
466,croud,crowd
467,corller,cruel
468,cuddly,cuddling
469,cobard,cupboard
470,cerled,curled
471,silinders,cylinders
472,bad,dad
473,dads,dad's
474,dadies,daddy's
475,daffodill,daffodils
476,dane,dance
477,pncing,dancing
478,dangers,dangerous
479,dangerus,dangerous
480,dere,dared
481,darnt,daren't
482,darck,dark
483,dork,dark
484,dauter,daughter
485,day's,days'
486,dead,dear
487,deat,death
488,decider,decided
489,desided,decided
490,dicide,decided
491,dicided,decided
492,dicider,decided
493,disided,decided
494,disson,decision
495,dellitent,delicate
496,dener,den
497,dence,dense
498,departent,department
499,depatment,department
500,distrod,destroyed
501,ded,did
502,dednt,didn't
503,denat,didn't
504,didden,didn't
505,dident,didn't
506,dind,didn't
507,diy,die
508,ded,died
509,diad,died
510,disel,diesel
511,diffrent,different
512,difrent,different
513,differcult,difficult
514,driy,dirty
515,disapeared,disappeared
516,disaperd,disappeared
517,dicuverd,discovered
518,dispiaying,displaying
519,disposol,disposal
520,distrebe,disturb
521,dich,ditch
522,don,do
523,done,do
524,go,do
525,to,do
526,donot,do_not
527,dus,does
528,does'nt,doesn't
529,does_on,doesn't
530,doesnet,doesn't
531,donsent,doesn't
532,dosnt,doesn't
533,dowing,doing
534,don,don't
535,dont,don't
536,want,don't
537,don,done
538,dun,done
539,boor,door
540,dor,door
541,down,door
542,doudle,double
543,back,douche
544,done,down
545,donw,down
546,dus,down
547,dau_sosys,downstairs
548,down_stairs,downstairs
549,drian,drain
550,drew,draw
551,drem,dream
552,dreming,dreaming
553,drivern,driven
554,divers,drivers
555,drive,drives
556,dround,drowned
557,druck,drunk
558,drye,dry
559,doum,dumb
560,pump,dump
561,dieing,dying
562,eyewigs,earwigs
563,eate,eat
564,elecenician,electrician
565,als,else
566,eles,else
567,els,else
568,imployment,employment
569,emty,empty
570,enaged,engaged
571,ingaged,engaged
572,enagement,engagement
573,egreers,engines
574,injoid,enjoyed
575,enyays,enjoys
576,a_nougth,enough
577,a_nuff,enough
578,engouh,enough
579,nuff,enough
580,enterd,entered
581,aquitment,equipment
582,a_specally,especially
583,evining,evening
584,evning,evening
585,evey,every
586,evry,every
587,every_one,everyone
588,evry_on,everyone
589,every_were,everywhere
590,evry_were,everywhere
591,exited,excited
592,expore,explore
593,expord,explored
594,eye,eyes
595,eyey,eyes
596,iyes,eyes
597,factoy,factory
598,fanded,fainted
599,forls,falls
600,familys,families
601,fare,far
602,frm,farm
603,farm,farmer
604,framh,farmer
605,frm,farmer
606,frmh,farmer
607,farmers,farmer's
608,frmh,farmer's
609,fashion,fashioned
610,farst,fast
611,farther,father
612,farther's,father's
613,fating,fattening
614,falt,fault
615,feal,feel
616,feling,feeling
617,fee,feet
618,fet,feet
619,fall,fell
620,feemale,female
621,ferrary,ferrari
622,faw,few
623,fed,field
624,feild,field
625,fild,field
626,figth,fight
627,figthing,fighting
628,fianl,final
629,find,fine
630,finse,fins
631,fiar,fire
632,fre,fire
633,fiyed,fired
634,ferman,firms
635,fast,first
636,fsh,fish
637,fishey,fishy
638,fanit,fit
639,flass,flash
640,fick,flick
641,fies,flies
642,flor,floor
643,foor,floor
644,flower,flowers
645,fie,fly
646,fellowed,followed
647,full,fool
648,footandmouth,foot-and-mouth
649,footanmouth,foot-and-mouth
650,foodprints,footprints
651,fo,for
652,fore,for
653,four,for
654,fro,for
655,fur,for
656,of,for
657,fort,for_the
658,falk,fork
659,frame,form
660,forword,forward
661,fowd,forward
662,fed,found
663,feod,found
664,find,found
665,fond,found
666,for,four
667,fore,four
668,frizing,freezing
669,fenird,friend
670,frend,friend
671,frendly,friendly
672,freinds,friends
673,frend,friends
674,frends,friends
675,frens,friends
676,frightend,frightened
677,frigtend,frightened
678,frog,frogs
679,rogs,frogs
680,frogsporn,frogspawn
681,fom,from
682,for,from
683,form,from
684,frount,front
685,frunt,front
686,frit,fruit
687,fall,full
688,ful,full
689,funerl,funeral
690,funrel,funeral
691,funney,funny
692,gamekeeps,gamekeeper
693,ganer,gang
694,carage,garage
695,gass,gas
696,gait,gate
697,cave,gave
698,jay,gay
699,gere,gear
700,gird,geared
701,girse,gears
702,ge,get
703,gett,get
704,get,gets
705,get,getting
706,geting,getting
707,gell,girl
708,girls,girl's
709,girl_friend,girlfriend's
710,girlfriend,girlfriends
711,gerls,girls
712,girl,girls
713,give,given
714,give,gives
715,do,go
716,got,go
717,go,goes
718,go,going
719,gying,going
720,go,gone
721,gon,gone
722,good-by,goodbye
723,goodby,goodbye
724,get,got
725,gnt,got
726,go,got
727,grab,grabbed
728,grabed,grabbed
729,grandpas,grandpa's
730,grete,grated
731,crave,grave
732,grait,great
733,gnenhouen,greenhouse
734,greive,grieve
735,grouser,grocer
736,gound,ground
737,grouned,ground
738,grows,grow
739,groon,grown
740,guard,guided
741,guilt,guilty
742,gon,gun
743,guter,gutter
744,hab,had
745,hade,had
746,has,had
747,have,had
748,hadnt,hadn't
749,hire,hair
750,hair_dreser,hairdresser
751,harfparst,half_past
752,alloe,hallo
753,halloe,hallo
754,hemmsering,hammering
755,hang,handed
756,hand,hands
757,hung,hang
758,haing,hanging
759,hapend,happened
760,hapends,happened
761,happen,happened
762,happend,happened
763,happon,happened
764,heap,happened
765,happing,happening
766,happends,happens
767,happly,happily
768,had,hard
769,as,has
770,hase,has
771,hate,hates
772,has,have
773,hav,have
774,of,have
775,haveto,have_to
776,haven's,haven't
777,havn't,haven't
778,haveing,having
779,his,he
780,the,he
781,ther,he
782,his,he's
783,hed,head
784,hethy,healthy
785,heep,heap
786,haer,hear
787,her,hear
788,here,hear
789,heared,heard
790,her,heard
791,herd,heard
792,hered,heard
793,hart,heart
794,hertbreake,heartbreak
795,heart,heat
796,hevey,heavy
797,heg,hedge
798,effer,heifer
799,hasld,held
800,held,help
801,She,her
802,he,her
803,here,her
804,there,her
805,hear,here
806,he_slef,herself
807,hidon,hidden
808,hm,him
809,im,him
810,him_self,himself
811,his_self,himself
812,he,his
813,he's,his
814,is,his
815,hiter,hit
816,holler,hole
817,hime,home
818,hom,home
819,homse,home
820,honymoon,honeymoon
821,hunemoon,honeymoon
822,hock,hook
823,hop,hope
824,hop,hopped
825,horn,horns
826,horid,horrid
827,horrieyfide,horrified
828,houes,house
829,house_boat,houseboat
830,house_braking,housebreaking
831,houes,houses
832,housee_work,housework
833,hungrey,hungry
834,heart,hurt
835,hearte,hurt
836,hert,hurt
837,husbon,husband
838,hudge,hutch
839,high_drollit,hydraulic
840,ida,idea
841,inded,indian
842,indiscrest,indiscreet
843,injeck,inject
844,injurys,injuries
845,insexs,insects
846,in_side,inside
847,instace,instance
848,instead,instance
849,intercors,intercourse
850,intended,interned
851,interdust,introduced
852,introducted,introduced
853,us,is
854,in'sen't,isn't
855,isant,isn't
856,isten,isn't
857,isinted,isn't_it
858,hit,it
859,is,it
860,she,it
861,it,it's
862,its,it's
863,is,its
864,it,its
865,it's,its
866,jaell,jail
867,gare,jar
868,joged,jogged
869,goin,join
870,joine,join
871,juiciy,juicy
872,jump,jumped
873,jumth,jumped
874,jungel,jungle
875,gust,just
876,geep,keep
877,keep,keeps
878,keept,kept
879,kep,kept
880,kees,keys
881,kiging,kicking
882,kidney,kidneys
883,kid,killed
884,kild,killed
885,kill,killed
886,killd,killed
887,kiss,kissed
888,kichen,kitchen
889,kitchin,kitchen
890,kitching,kitchen
891,new,knew
892,now,knew
893,nowe,knew
894,kiffe,knife
895,kniffe,knife
896,knitt,knit
897,nock,knock
898,knock,knocked
899,knokt,knocked
900,know,knocked
901,nock,knocked
902,no,know
903,now,know
904,on,know
905,knowes,knows
906,ladys,lady
907,ladh,laid
908,laide,laid
909,lack,lake
910,lam,lamb
911,laded,landed
912,larg,large
913,latley,lately
914,lated,later
915,latter,later
916,lauging,laughing
917,lordery,laundry
918,ladh,lay
919,laid,lay
920,la-by,layby
921,led,lead
922,leeding,lead
923,lead,leading
924,leav,leave
925,lefnr,leave
926,leve,leave
927,life,leave
928,leavs,leaves
929,lift,left
930,lege,leg
931,lets,let's
932,teller,letter
933,liy,lie
934,life_boat,lifeboat
935,ligthing,lightning
936,lichr,like
937,lik,like
938,look,like
939,lick,liked
940,like,likes
941,listern,listen
942,lisinid,listened
943,lsning,listening
944,litel,little
945,litte,little
946,lifd,lived
947,live,lived
948,lod,load
949,loades,loads
950,lock,locked
951,lockEd,locked
952,loker,locker
953,lonlest,loneliest
954,look,looked
955,look,looking
956,look,looks
957,lorry's,lorries
958,lord,lorry
959,lory,lorry
960,loos,lose
961,los,lose
962,love,loved
963,lovyley,lovely
964,laying,lying
965,mayd,made
966,mane,main
967,mack,make
968,macke_up,make-up
969,mack,makes
970,mae,man
971,mand,man
972,manh,man
973,may,man
974,man,man's
975,mans,man's
976,maneger,manager
977,manggles,mangels
978,many_fold,manifold
979,meay,many
980,meny,many
981,marg,marge
982,marrede,married
983,marreid,married
984,marrid,married
985,marryid,married
986,marshladn,marshland
987,marsk,mask
988,marsks,masks
989,mater,matter
990,we,me
991,meadoy,meadow
992,meddow,meadow
993,medow,meadow
994,mean't,meant
995,me,meet
996,man,men
997,metet,metals
998,midal,middle
999,middal,middle
1000,midsummer's,midsummer
1001,migth,might
1002,mite,might
1003,my,mine
1004,mine,minutes
1005,minetes,minutes
1006,morning,miring
1007,miss_fireing,misfiring
1008,miss,missed
1009,mist,missed
1010,modal,model
1011,molad,model
1012,malod,modelled
1013,missiour,monsieur
1014,month,month's
1015,monsth,months
1016,month,months
1017,mouth,months
1018,moor,more
1019,moning,morning
1020,morring,morning
1021,morther,mother
1022,mothers,mother
1023,mouthr,mother
1024,motor-cruisr,motor-cruiser
1025,moter_bike,motorbike
1026,motor_bike,motorbike
1027,moues,mouse
1028,mush,much
1029,mums,mum's
1030,murber,murder
1031,murbur,murdered
1032,musirls,muscles
1033,may,my
1034,my_self,myself
1035,my_shelf,myself
1036,mistory,mystery
1037,nana,nanny
1038,nere,near
1039,nerer,nearer
1040,nearst,nearest
1041,kneeling,nearly
1042,neally,nearly
1043,nealy,nearly
1044,nely,nearly
1045,nerly,nearly
1046,niely,nearly
1047,nede,need
1048,nedent,needn't
1049,needent,needn't
1050,nabour,neighbour
1051,nerve,nerves
1052,nerves,nervous
1053,knver,never
1054,nether,never
1055,neve,never
1056,never_the_less,nevertheless
1057,nest,next
1058,tonight,night
1059,night,nights
1060,nigth,nights
1061,ninty,ninety
1062,niped,nipped
1063,know,no
1064,now,no
1065,on,no
1066,know_on,no_one
1067,know_one,no_one
1068,not_one,no_one
1069,now_one,no_one
1070,nose,noise
1071,nore,nor
1072,no,not
1073,nots,notes
1074,nousant,nuisance
1075,nurse's,nurses
1076,O_clock,o'clock
1077,"o,_clock",o'clock
1078,o_clock,o'clock
1079,oclock,o'clock
1080,off,of
1081,on,of
1082,of,off
1083,ow,oh
1084,lod,old
1085,ol,old
1086,olddis,oldest
1087,hn,on
1088,hon,on
1089,of,on
1090,one,on
1091,ones,once
1092,own,once
1093,wons,once
1094,on,one
1095,wones,ones
1096,ony,only
1097,oped,opened
1098,open,opened
1099,opend,opened
1100,opon,opened
1101,ot,or
1102,orcher,orchard
1103,ordenrey,ordinary
1104,ophoned,orphaned
1105,orphaed,orphaned
1106,other,others
1107,other_wise,otherwise
1108,hour,our
1109,ous,our
1110,out,our
1111,and_selve,ourselves
1112,hot,out
1113,ou,out
1114,ouht,out
1115,owt,out
1116,outdrak,outbreak
1117,out_fit,outfit
1118,out_fits,outfits
1119,out_side,outside
1120,out_sild,outside
1121,hover,over
1122,ove,over
1123,overy,over
1124,payed,paid
1125,panted,painted
1126,per,pair
1127,paralised,paralysed
1128,parents,parent's
1129,prarents,parents
1130,prerents,parents
1131,pars,parts
1132,partey,party
1133,pass,past
1134,parth_way,pathway
1135,pathment,pavement
1136,paid,pay
1137,pirls,pearls
1138,peope,peep
1139,peped,peeped
1140,peolpe,people
1141,pople,people
1142,prasp,perhaps
1143,peason,person
1144,peter,peter's
1145,peters,peter's
1146,petal,petrol
1147,phone,phoned
1148,phto,photo
1149,pick,picked
1150,picted,picked
1151,piked,picked
1152,pick_poketin,pickpocketing
1153,pictuou,picture
1154,picture,pictures
1155,pictyres,pictures
1156,pitures,pictures
1157,pese,piece
1158,pice,piece
1159,pigs,pigs'
1160,play,plan
1161,payer,play
1162,playa,player
1163,play,playing
1164,pleace,please
1165,pleas,please
1166,ploud,ploughed
1167,pocket,pockets
1168,pooting,pointing
1169,poicle,police
1170,poilice,police
1171,polic,police
1172,police_man,policeman
1173,policman,policeman
1174,polce_men,policemen
1175,police_men,policemen
1176,policeman,policemen
1177,poney,pony
1178,poped,popped
1179,passess,possess
1180,post_cards,postcards
1181,potates,potatoes
1182,potato,potatoes
1183,ponds,pounds
1184,ponud,pounds
1185,pouder,powder
1186,prayerbook,prayer-book
1187,pregant,pregnant
1188,pregnet,pregnant
1189,present,presents
1190,pretiest,prettiest
1191,prettest,prettiest
1192,preety,pretty
1193,pray,prey
1194,principl,principle
1195,prisin,prison
1196,privait,private
1197,probally,probably
1198,proceded,proceeded
1199,programe,programme
1200,programes,programmes
1201,prostut,prostitute
1202,prouls,prowls
1203,pull,pulled
1204,puntuation,punctuation
1205,pusbycile,push-bicycle
1206,but,put
1207,pht,put
1208,pot,put
1209,qurral,quarrel
1210,quere,queer
1211,question,questioned
1212,quiert,quiet
1213,quily,quietly
1214,quitely,quietly
1215,quite,quit
1216,quit,quite
1217,rabbit,rabbits
1218,raceing,racing
1219,radyator,radiator
1220,run,ran
1221,raperly,rapidly
1222,reding,reading
1223,realy,ready
1224,reddy,ready
1225,redey,ready
1226,realise,realized
1227,realy,really
1228,reley,really
1229,reper,reap
1230,reconnised,recognized
1231,refection,refreshing
1232,registery,registry
1233,replid,replied
1234,replie,reply
1235,retier,retire
1236,reveirse,reverse
1237,recher,richer
1238,rigth,right
1239,rings,ring
1240,ripper,ripper's
1241,rad,road
1242,raod,road
1243,rod,road
1244,rorse,roars
1245,rhfn,roof
1246,rought,rough
1247,rougth,rough
1248,rownd,round
1249,roundabout,round_about
1250,rouns,rounds
1251,rowd,rowed
1252,rumer,rumour
1253,ran,run
1254,runaway,run_away
1255,run,running
1256,runaway,runway
1257,rust,rushed
1258,rusall,rustle
1259,safaly,safely
1260,sald,said
1261,sed,said
1262,sedn,said
1263,seid,said
1264,siad,said
1265,sid,said
1266,sidn,said
1267,saled,sailed
1268,sally,sallies
1269,safe,save
1270,see,saw
1271,soor,saw
1272,sor,saw
1273,sore,saw
1274,sorw,saw
1275,sow,saw
1276,said,say
1277,sais,says
1278,say,says
1279,seis,says
1280,scards,scares
1281,shool,school
1282,scem,scream
1283,seveen,screen
1284,sculptor,sculpture
1285,see,sea
1286,seach,search
1287,sat,seat
1288,sexeon,second
1289,secutery,secretary
1290,se,see
1291,see,seeing
1292,semed,seemed
1293,see,sees
1294,slevish,selfish
1295,seling,selling
1296,senour,senor
1297,ses,sex
1298,sixty_one,sexton
1299,exual,sexual
1300,sexul,sexual
1301,she,shall
1302,he,she
1303,the,she
1304,shilling,shillings
1305,shinning,shining
1306,ship_wreck,shipwreck
1307,shon,shone
1308,shot,shoot
1309,shap,shop
1310,shortend,shortened
1311,sot,shot
1312,shod,should
1313,shoold,should
1314,shoud,should
1315,sould,should
1316,shout,shouted
1317,shout,shouting
1318,shufarling,shuffling
1319,shock,shut_up
1320,shiy,shy
1321,side_car,sidecar
1322,side_care,sidecar
1323,sine_post,signpost
1324,sing_post,signpost
1325,simpl,simple
1326,sings,sing
1327,singl,single
1328,satren,siren
1329,siter,sister
1330,sister,sisters
1331,siting,sitting
1332,scill_filly,skilfully
1333,slander,slammed
1334,slaughthouse,slaughterhouse
1335,seph,sleep
1336,slip,sleep
1337,sleepey,sleepy
1338,slolly,slowly
1339,snake,snakes
1340,sneking,sneaking
1341,snoty,snooty
1342,snowe,snow
1343,soape,soap
1344,sope,soap
1345,soled,sold
1346,shm,some
1347,somes,some
1348,sum,some
1349,some_on,someone
1350,some_one,someone
1351,some_thing,something
1352,somethick,something
1353,somethink,something
1354,somthing,something
1355,sothing,something
1356,some_thime,sometimes
1357,some_time,sometimes
1358,some_times,sometimes
1359,sometime,sometimes
1360,sone_theme,sometimes
1361,some_were,somewhere
1362,son,soon
1363,sone,soon
1364,sonner,sooner
1365,saw,sore
1366,sownd,sound
1367,suvenere,souvenir
1368,sow,sows
1369,sporn,spawn
1370,seking,speaking
1371,spicil,special
1372,spectatoes,spectators
1373,spys,spies
1374,splended,splendid
1375,spring,springs
1376,spund,spun
1377,spiy,spy
1378,squar,square
1379,squick,squeak
1380,stabed,stabbed
1381,sairs,stairs
1382,stars,stairs
1383,sters,stairs
1384,stardnd,standard
1385,staning,standing
1386,stearing,staring
1387,stare,stars
1388,starte,start
1389,startes,started
1390,straghted,started
1391,starst,starts
1392,start,starts
1393,statmeant,statement
1394,stastione,station
1395,stad,stayed
1396,stayd,stayed
1397,stack,steak
1398,still,steal
1399,stearing,steering
1400,stepe,step
1401,stawing,stewing
1402,stive,stiff
1403,sill,still
1404,simulated,stimulated
1405,sticks,stinks
1406,stowl,stole
1407,stolon,stolen
1408,stowle,stolen
1409,stowlen,stolen
1410,stop,stopped
1411,stoped,stopped
1412,story,stories
1413,stormes,storms
1414,hio,story
1415,shio,story
1416,sory,story
1417,stors,story
1418,staidght,straight
1419,strate,straight
1420,stright,straight
1421,storw,straw
1422,strow,straw
1423,sterret,street
1424,strogald,struggled
1425,stufy,stuffy
1426,suden,sudden
1427,senddly,suddenly
1428,suddenel,suddenly
1429,surtebull,suitable
1430,son,sun
1431,sunck,sunk
1432,sopose,suppose
1433,surpose,suppose
1434,shore,sure
1435,swan,swans
1436,swet,sweets
1437,swaling,swirling
1438,switch,switched
1439,tadpolls,tadpoles
1440,tack,take
1441,thack,take
1442,thak,take
1443,tackon,taken
1444,tacks,takes
1445,thak,takes
1446,takeing,taking
1447,thaing,taking
1448,tallk,talk
1449,torck,talk
1450,tork,talk
1451,tork,talked
1452,tipped,tape
1453,tast,taste
1454,teacher,teachers
1455,teset,teaches
1456,teddoy,teddy_boy
1457,tedeboy,teddy_boy
1458,teddyboys,teddy_boys
1459,theeat,teeth
1460,telephone,telephoned
1461,telphoned,telephoned
1462,teel,tell
1463,tens,tense
1464,thank,thanks
1465,theat,that
1466,thats,that's
1467,ge,the
1468,he,the
1469,th,the
1470,thee,the
1471,they,the
1472,thoy,the
1473,theer,their
1474,there,their
1475,they,their
1476,thire,their
1477,the,them
1478,theme,them
1479,then,them
1480,them_souve,themselves
1481,they_self,themselves
1482,than,then
1483,the,then
1484,them,then
1485,they,then
1486,he,there
1487,thaw,there
1488,the,there
1489,their,there
1490,ther,there
1491,they,there
1492,thrar,there
1493,thre,there
1494,therell,there'll
1495,there,there's
1496,theres,there's
1497,thoese,these
1498,the,they
1499,there,they
1500,thrar,they
1501,thror,they
1502,theile,they'll
1503,their,they'll
1504,there,they're
1505,thif,thief
1506,theves,thieves
1507,think,thing
1508,think,things
1509,thinks,things
1510,thank,think
1511,thing,think
1512,tink,think
1513,tinking,thinking
1514,thomes,thomas
