id,wrong,correct
115,crucifiction,crucifixion
116,custamisation,customization
117,daly,daily
118,danguages,dangerous
119,dongle,dangle
120,disition,decision
121,defense,defence
122,defence,defense
123,defenly,defiantly
124,definate,definite
125,definately,definitely
126,dieties,deities
127,dependeble,dependable
128,descrption,description
129,descrptn,description
130,dessicate,desiccate
131,dispair,despair
132,desparate,desperate
133,distroy,destroy
134,developement,development
135,develpond,development
136,develepment,developments
137,ductioneery,dictionary
138,dinasaur,dinosaur
139,dinasour,dinosaur
140,direcyly,directly
141,diagree,disagree
142,discuess,discuss
143,disssicion,discussion
144,disect,dissect
145,disippate,dissipate
146,destint,distant
147,distart,distort
148,distarct,distract
149,devulge,divulge
150,documtations,documentation
151,dag,dog
152,doog,dog
153,doenload,download
154,deaft,draft
155,dramaticly,dramatically
156,drunkeness,drunkenness
157,dur,due
158,duren,during
159,dymatic,dynamic
160,dynaic,dynamic
161,ecstacy,ecstasy
162,efficity,efficacy
163,efficat,efficient
164,effots,efforts
165,elagent,elegant
166,elligit,elegant
167,embarass,embarrass
168,embaress,embarrass
169,embarassment,embarrassment
170,imbed,embed
171,encapsualtion,encapsulation
172,encyclapidia,encyclopedia
173,encyclopia,encyclopedia
174,engins,engine
175,enhence,enhance
176,enligtment,enlightenment
177,ennuui,ennui
178,enought,enough
179,enviroment,environment
180,envireminakl,environmental
181,invermeantial,environmental
182,epitomy,epitome
183,errara,error
184,erro,error
185,expresso,espresso
186,eitiology,etiology
187,evaualtion,evaluation
188,evtually,eventually
189,evething,everything
190,excede,exceed
191,excpt,except
192,excution,execution
193,excercise,exercise
194,exhileration,exhilaration
195,egsistence,existence
196,existance,existence
197,exspidient,expedient
198,expleyly,explicitly
199,explity,explicitly
200,extions,extensions
201,factontion,factorization
202,failer,failure
203,phantasia,fantasia
204,famdasy,fantasy
205,faver,favor
206,faver,favour
207,faxe,fax
208,fistival,festival
209,firey,fiery
210,flatterring,flattering
211,fluk,flux
212,flukse,flux
213,forsee,foresee
214,frustartaion,frustrating
215,fuction,function
216,generly,generally
217,gotton,gotten
218,goberment,government
219,gobernement,government
220,gobernment,government
221,gracefull,graceful
222,gradualy,gradually
223,grammer,grammar
224,gaurd,guard
225,futs,guts
226,hapily,happily
227,harrass,harass
228,havne,have
229,heighth,height
230,hallo,hello
231,helo,hello
232,herlo,hello
233,heellp,help
234,hellp,help
235,hlp,help
236,higer,higher
237,hippopotamous,hippopotamus
238,hourse,horse
239,houssing,housing
240,howaver,however
241,howver,however
242,humaniti,humanity
243,hifin,hyphen
244,hifine,hyphen
245,hiphine,hyphen
246,hyfin,hyphen
247,hypotathes,hypothesis
248,hypotathese,hypothesis
249,hystrical,hysterical
250,illegitament,illegitimate
251,immenant,immanent
252,imediaetly,immediately
253,implemtes,implements
254,incase,in_case
255,indepth,in_depth
256,infact,in_fact
257,inadvertant,inadvertent
258,incompleet,incomplete
259,incomplot,incomplete
260,inconvience,inconvenience
261,inconvenant,inconvenient
262,ident,indent
263,independant,independent
264,independenent,independent
265,indepnends,independent
266,indispensible,indispensable
267,inefficite,inefficient
268,imfamy,infamy
269,influencial,influential
270,inital,initial
271,initinized,initialized
272,initized,initialized
273,innoculate,inoculate
274,incedious,insidious
275,insistant,insistent
276,insistenet,insistent
277,instulation,installation
278,intealignt,intelligent
279,intejilent,intelligent
280,intelegent,intelligent
281,intelegnent,intelligent
282,intelejent,intelligent
283,inteligent,intelligent
284,intelignt,intelligent
285,intellagant,intelligent
286,intellegent,intelligent
287,intellegint,intelligent
288,intellgnt,intelligent
289,intertes,interested
290,intertesd,interested
291,inerface,interface
292,internation,international
293,interpretate,interpret
294,interpretter,interpreter
295,enventions,inventions
296,irresistable,irresistible
297,irritible,irritable
298,isotrop,isotope
299,interate,iterate
300,johhn,john
301,judgment,judgement
302,judgement,judgment
303,lilometer,kilometer
304,lilometer,kilometre
305,kippur,kipper
306,knawing,knowing
307,luser,laser
308,latext,latest
309,lloyer,layer
310,leasve,leave
311,lesure,leisure
312,liasion,lesion
313,liason,liaison
314,libary,library
315,likly,likely
316,liquify,liquefy
317,lossing,losing
318,maddness,madness
319,maintanence,maintenance
320,majaerly,majority
321,majoraly,majority
322,marshall,marshal
323,maks,masks
324,maxium,maximum
325,midia,media
326,momento,memento
327,meory,memory
328,pataphysical,metaphysical
329,mic,mike
330,millenium,millennium
331,minum,minimum
332,miniscule,minuscule
333,misilous,miscellaneous
334,mischievious,mischievous
335,minkay,monkey
336,monkay,monkey
337,mroe,more
338,mosaik,mosaic
339,mostlikely,most_likely
340,mousr,mouser
341,oving,moving
342,nieve,naive
343,neccessary,necessary
344,necesary,necessary
345,necesser,necessary
346,neighbour,neighbor
347,neighbor,neighbour
348,nickleodeon,nickelodeon
349,neice,niece
350,noone,no_one
351,notin,not_in
352,noticably,noticeably
353,nozled,nuzzled
354,obsfuscate,obfuscate
355,objectsion,objects
356,ocassion,occasion
357,accosinly,occasionally
358,occusionaly,occasionally
359,occuppied,occupied
360,occurence,occurrence
361,octagenarian,octogenarian
362,olf,old
363,opposim,opossum
364,organise,organize
365,organiz,organize
366,orientate,orient
367,oscilascope,oscilloscope
368,parametic,parameter
369,paramers,parameters
370,paranets,parameters
371,partrucal,particular
372,patten,pattern
373,preemptory,peremptory
374,permissable,permissible
375,permition,permission
376,permmasivie,permissive
377,phenominal,phenomenal
378,fone,phone
379,funetik,phonetic
380,picaresque,picturesque
381,playwrite,playwright
382,pollice,police
383,politict,politic
384,polation,politician
385,poligamy,polygamy
386,polypropalene,polypropylene
387,protray,portray
388,possable,possible
389,practicle,practical
390,pragmaticism,pragmatism
391,preceeding,preceding
392,precion,precision
393,precios,precision
394,prefixt,prefixed
395,prefices,prefixes
396,perogative,prerogative
397,privielage,privilege
398,priviledge,privilege
399,proplematic,problematic
400,proceedures,procedures
401,pronensiation,pronunciation
402,pronisation,pronunciation
403,pronounciation,pronunciation
404,properally,properly
405,pscolgst,psychologist
406,psicolagest,psychologist
407,psycolagest,psychologist
408,sicolagest,psychologist
409,persue,pursue
410,presue,pursue
411,presued,pursued
412,quoz,quiz
413,reccona,raccoon
414,radious,radius
415,ramplily,rampantly
416,wrank,rank
417,recieve,receive
418,reconise,recognize
419,reccomend,recommend
420,rectangeles,rectangle
421,reoccurring,recurring
422,redign,redesign
423,irregardless,regardless
424,repitition,repetition
425,replasments,replacement
426,reseblence,resemblance
427,respct,respect
428,respecally,respectfully
429,reposable,responsible
430,roon,room
431,rought,roughly
432,rudemtry,rudimentary
433,runnung,running
434,sacreligious,sacrilegious
435,saftly,safely
436,salut,salute
437,satifly,satisfy
438,scrabdle,scrabble
439,secion,section
440,segements,segments
441,sieze,seize
442,sence,sense
443,seperate,separate
444,seferal,several
445,sherbert,sherbet
446,singal,signal
447,cimplicity,simplicity
448,simpfilty,simplicity
449,simplye,simply
450,sitte,site
451,situration,situation
452,smil,smile
453,snuck,sneaked
454,sometmes,sometimes
455,soonec,sonic
456,specificialy,specifically
457,spel,spell
458,spoak,spoke
459,sponsered,sponsored
460,stering,steering
461,stumach,stomach
462,straightjacket,straitjacket
463,stutent,student
464,styleguide,style_guide
465,subpena,subpoena
466,subjecribed,subscribed
467,subisitions,substitutions
468,substations,substitutions
469,suger,sugar
470,superfulous,superfluous
471,supercede,supersede
472,swim_wear,swimwear
473,slyph,sylph
474,syncorization,synchronization
475,tattos,tattoos
476,tem,team
477,techniquely,technically
478,tesst,test
479,ttest,test
480,tets,tests
481,thanot,than_or
482,taht,that
483,teh,the
484,thw,the
485,theirselves,themselves
486,teridical,theoretical
487,theridically,theoretical
488,thredically,theoretically
489,ths,this
490,thruout,throughout
491,titalate,titillate
492,tommorrow,tomorrow
493,tomorow,tomorrow
494,taff,tough
495,tradegy,tragedy
496,trubbel,trouble
497,tunnellike,tunnel_like
498,tured,turned
499,teo,two
500,tyrrany,tyranny
501,unconscience,unconscious
502,unconisitional,unconstitutional
503,underladder,under_ladder
504,unformanlly,unfortunately
505,unfortally,unfortunately
506,unfortunently,unfortunately
507,unentelegible,unintelligible
508,unatourral,unnatural
509,unaturral,unnatural
510,unnaturral,unnatural
511,upcast,up_cast
512,uranisium,uranium
513,upmost,utmost
514,verison,version
515,vinagarette,vinaigrette
516,volye,volley
517,volunteerism,voluntarism
518,volumptuous,voluptuous
519,waite,wait
520,mant,want
521,whard,ward
522,warloord,warlord
523,wadting,wasting
524,wicken,weaken
525,wierd,weird
526,whaaat,what
527,whimp,wimp
528,wan't,won't
529,writting,writing
530,yeild,yield
531,youe,your
