id,wrong,correct
218,alledges,alleges
219,alegience,allegiance
220,allegience,allegiance
221,alliviate,alleviate
222,allopone,allophone
223,allopones,allophones
224,alot,allot
225,alotted,allotted
226,alusion,allusion
227,almsot,almost
228,alomst,almost
229,alreayd,already
230,alsot,also
231,aslo,also
232,altho,although
233,althought,although
234,altough,although
235,alwasy,always
236,alwyas,always
237,amature,amateur
238,ammend,amend
239,admendment,amendment
240,amendmant,amendment
241,ammendment,amendment
242,amoung,among
243,anual,anal
244,analagous,analogous
245,analogeous,analogous
246,analitic,analytic
247,anbd,and
248,androgenous,androgynous
249,androgeny,androgyny
250,agina,angina
251,anihilation,annihilation
252,anounced,announced
253,anual,annual
254,annuled,annulled
255,annoint,anoint
256,annointed,anointed
257,annointing,anointing
258,annoints,anoints
259,anomolies,anomalies
260,anomolous,anomalous
261,anomoly,anomaly
262,anonimity,anonymity
263,anytying,anything
264,anyhwere,anywhere
265,appart,apart
266,appartment,apartment
267,appartments,apartments
268,apolegetics,apologetics
269,appologies,apologies
270,appology,apology
271,appealling,appalling
272,aparent,apparent
273,apparant,apparent
274,appealling,appealing
275,appearence,appearance
276,appearences,appearances
277,aplication,application
278,apprieciate,appreciate
279,approachs,approaches
280,appropiate,appropriate
281,approximitely,approximately
282,aproximately,approximately
283,apon,apron
284,arbitarily,arbitrarily
285,arbitary,arbitrary
286,archeaologist,archaeologist
287,archeaologists,archaeologists
288,archaoelogy,archaeology
289,archaology,archaeology
290,archeaologist,archeologist
291,archeaologists,archeologists
292,archaoelogy,archeology
293,archaology,archeology
294,archtype,archetype
295,archtypes,archetypes
296,archetect,architect
297,archetects,architects
298,archetectural,architectural
299,archetecturally,architecturally
300,archetecture,architecture
301,achive,archive
302,achived,archived
303,amature,armature
304,arangement,arrangement
305,erested,arrested
306,artical,article
307,articel,article
308,artifical,artificial
309,artifically,artificially
310,artillary,artillery
311,accension,ascension
312,asetic,ascetic
313,spects,aspects
314,assasin,assassin
315,assasinate,assassinate
316,assasinated,assassinated
317,assasinates,assassinates
318,assasination,assassination
319,assasinations,assassinations
320,assasins,assassins
321,assemple,assemble
322,assitant,assistant
323,asociated,associated
324,asteriod,asteroid
325,assymetric,asymmetric
326,atheistical,atheistic
327,attaindre,attainder
328,attaindre,attained
329,attemt,attempt
330,attemted,attempted
331,attemting,attempting
332,attemts,attempts
333,attendence,attendance
334,attendent,attendant
335,attendents,attendants
336,attitide,attitude
337,atribute,attribute
338,atributes,attributes
339,audeince,audience
340,autor,author
341,authobiographic,autobiographic
342,authobiography,autobiography
343,auxilliary,auxiliary
344,avalable,available
345,avaliable,available
346,averageed,averaged
347,avation,aviation
348,awya,away
349,ackward,awkward
350,bakc,back
351,bcak,back
352,ackward,backward
353,bandwith,bandwidth
354,bankrupcy,bankruptcy
355,barbeque,barbecue
356,basicaly,basically
357,basicly,basically
358,beatiful,beautiful
359,beautyfull,beautiful
360,becamae,became
361,beacuse,because
362,becasue,because
363,becouse,because
364,becuase,because
365,becomming,becoming
366,befoer,before
367,beggin,begging
368,beggin,begin
369,begginer,beginner
370,begginers,beginners
371,beggining,beginning
372,begining,beginning
373,beginnig,beginning
374,begginings,beginnings
375,behavour,behavior
376,behavour,behaviour
377,beleif,belief
378,belives,beliefs
379,beleive,believe
380,beleived,believed
381,beleives,believes
382,belives,believes
383,beleiving,believing
384,benificial,beneficial
385,beneficary,beneficiary
386,benifit,benefit
387,benifits,benefits
388,beseige,besiege
389,beseiged,besieged
390,beseiging,besieging
391,beastiality,bestiality
392,vetween,between
393,bilateraly,bilaterally
394,binominal,binomial
395,blaim,blame
396,blaimed,blamed
397,blessure,blessing
398,boaut,boat
399,bondary,boundary
400,boundry,boundary
401,baout,bout
402,boaut,bout
403,breakthough,breakthrough
404,briliant,brilliant
405,broady,broadly
406,buffalos,buffaloes
407,buffaloes,buffalos
408,beaurocracy,bureaucracy
409,buring,burin
410,buring,burning
411,buring,burying
412,buisness,business
413,busineses,business
414,busness,business
415,busineses,businesses
416,casion,caisson
417,caluclate,calculate
418,caluculate,calculate
419,calulate,calculate
420,caluclated,calculated
421,caluculated,calculated
422,calulated,calculated
423,calender,calendar
424,caligraphy,calligraphy
425,campain,campaign
426,campains,campaigns
427,cant,can't
428,candadate,candidate
429,cannister,canister
430,cannisters,canisters
431,cannonical,canonical
432,cant,cant
433,caperbility,capability
434,carcas,carcass
435,careing,caring
436,carniverous,carnivorous
437,cartilege,cartilage
438,cartilidge,cartilage
439,carthographer,cartographer
440,cartrige,cartridge
441,casette,cassette
442,cassawory,cassowary
443,cassowarry,cassowary
444,casulaties,casualties
445,causalities,casualties
446,casulaty,casualty
447,catagories,categories
448,catagory,category
449,catterpilar,caterpillar
450,catterpilars,caterpillars
451,cathlic,catholic
452,cemetaries,cemeteries
453,cemetarey,cemetery
454,cemetary,cemetery
455,censur,censor
456,censur,censure
457,sensure,censure
458,cencus,census
459,centruies,centuries
460,centruy,century
461,cerimonial,ceremonial
462,cerimonies,ceremonies
463,cerimonious,ceremonious
464,cerimony,ceremony
465,ceratin,certain
466,certainity,certainty
467,cervial,cervical
468,chariman,chairman
469,carachter,character
470,charachter,character
471,charistics,characteristics
472,charaterized,characterized
473,charachters,characters
474,carismatic,charismatic
475,chasr,chase
476,chasr,chaser
477,sheat,cheat
478,chemcial,chemical
479,chemcially,chemically
480,chemicaly,chemically
481,chemestry,chemistry
482,cheif,chief
483,childbird,childbirth
484,childrens,children's
485,choosen,chosen
486,curch,church
487,ciricuit,circuit
488,civillian,civilian
489,claimes,claims
490,claer,clear
491,clera,clear
492,cleareance,clearance
493,claerer,clearer
494,claerly,clearly
495,clincial,clinical
496,clinicaly,clinically
497,coudl,cloud
498,caost,coast
499,colateral,collateral
500,collegue,colleague
501,collegues,colleagues
502,collectable,collectible
503,collonies,colonies
504,collonade,colonnade
505,collony,colony
506,colouration,coloration
507,collosal,colossal
508,coloration,colouration
509,comback,comeback
510,comming,coming
511,comander,commandeer
512,comander,commander
513,comando,commando
514,comandos,commandos
515,commandoes,commandos
516,commmemorated,commemorated
517,commemerative,commemorative
518,commericial,commercial
519,commericially,commercially
520,comision,commission
521,comission,commission
522,commision,commission
523,comisioned,commissioned
524,comissioned,commissioned
525,commisioned,commissioned
526,comisioner,commissioner
527,comissioner,commissioner
528,commisioner,commissioner
529,comisioning,commissioning
530,comissioning,commissioning
531,commisioning,commissioning
532,comisions,commissions
533,comissions,commissions
534,commisions,commissions
535,comited,committed
536,comitted,committed
537,commited,committed
538,comittee,committee
539,commitee,committee
540,committe,committee
541,comiting,committing
542,comitting,committing
543,commiting,committing
544,commongly,commonly
545,communciation,communication
546,comparitive,comparative
547,comparision,comparison
548,compatiblity,compatibility
549,competance,competence
550,competant,competent
551,compitent,competent
552,competion,competition
553,competive,competitive
554,complier,compiler
555,competion,completion
556,comphrehensive,comprehensive
557,comprimise,compromise
558,consentrate,concentrate
559,consentrated,concentrated
560,consentrates,concentrates
561,consept,concept
562,consern,concern
563,conserned,concerned
564,conserning,concerning
565,condemmed,condemned
566,condidtion,condition
567,condidtions,conditions
568,confidental,confidential
569,confidentally,confidentially
570,coform,conform
571,congresional,congressional
572,conjecutre,conjecture
573,conived,connived
574,cannotation,connotation
575,cannotations,connotations
576,conquerer,conqueror
577,conquerers,conquerors
578,concious,conscious
579,conciously,consciously
580,conciousness,consciousness
581,concensus,consensus
582,conscent,consent
583,conservitive,conservative
584,concider,consider
585,consdider,consider
586,concidered,considered
587,consdidered,considered
588,considerd,considered
589,conciders,considers
590,consolodate,consolidate
591,consolodated,consolidated
592,consonent,consonant
593,consonents,consonants
594,consorcium,consortium
595,constatn,constant
596,constanly,constantly
597,consituencies,constituencies
598,consituency,constituency
599,constituant,constituent
600,constituants,constituents
601,consitution,constitution
602,constituion,constitution
603,costitution,constitution
604,consitutional,constitutional
605,constituional,constitutional
606,constaints,constraints
607,constuction,construction
608,consumate,consummate
609,consumated,consummated
610,containes,contains
611,countains,contains
612,contaiminate,contaminate
613,contemporaneus,contemporaneous
614,contamporaries,contemporaries
615,contamporary,contemporary
616,contemporaneus,contemporary
617,continueing,continuing
618,continous,continuous
619,continously,continuously
620,contributer,contributor
621,contributers,contributors
622,controll,control
623,controled,controlled
624,controling,controlling
625,controlls,controls
626,contravercial,controversial
627,controvercial,controversial
628,controveries,controversies
629,contraversy,controversy
630,controvercy,controversy
631,controvery,controversy
632,conveinent,convenient
633,convienient,convenient
634,convential,conventional
635,convertion,conversion
636,coverted,converted
637,convertor,converter
638,convertors,converters
639,conveyer,conveyor
640,coorperation,cooperation
641,coordiantion,coordination
642,cpoy,copy
643,copywrite,copyright
644,corparate,corporate
645,coorperation,corporation
646,corrispond,correspond
647,corrisponded,corresponded
648,correspondant,correspondent
649,corrispondant,correspondent
650,correspondants,correspondents
651,corrispondants,correspondents
652,correponding,corresponding
653,correposding,corresponding
654,corrisponding,corresponding
655,corrisponds,corresponds
656,corosion,corrosion
657,coudl,could
658,sould,could
659,councellor,councillor
660,councellors,councillors
661,councellor,counsellor
662,councellors,counsellors
663,councellor,counselor
664,councellors,counselors
665,ocuntries,countries
666,ocuntry,country
667,coururier,courier
668,coururier,couturier
669,convenant,covenant
670,coverted,covered
671,coverted,coveted
672,cpoy,coy
673,creaeted,created
674,critereon,criterion
675,critisize,criticise
676,critisized,criticised
677,critisizes,criticises
678,critising,criticising
679,critisizing,criticising
680,critisism,criticism
681,critisisms,criticisms
682,critisize,criticize
683,critisized,criticized
684,critisizes,criticizes
685,critising,criticizing
686,critisizing,criticizing
687,criticists,critics
688,crucifiction,crucifixion
689,crusies,cruises
690,culiminating,culminating
691,cumulatative,cumulative
692,currenly,currently
693,cxan,cyan
694,dael,dahl
695,doub,daub
696,de_rigeur,de_rigueur
697,dael,deal
698,debateable,debatable
699,decieved,deceived
700,decideable,decidable
701,deside,decide
702,decidely,decidedly
703,ecidious,deciduous
704,decypher,decipher
705,decyphered,deciphered
706,descision,decision
707,descisions,decisions
708,decomposit,decompose
709,decomposited,decomposed
710,decomposits,decomposes
711,decompositing,decomposing
712,definance,defiance
713,deffine,define
714,deffined,defined
715,definate,definite
716,definit,definite
717,definately,definitely
718,definatly,definitely
719,definetly,definitely
720,definitly,definitely
721,dieties,deities
722,diety,deity
723,damenor,demeanor
724,demenor,demeanor
725,damenor,demeanour
726,demenor,demeanour
727,demographical,demographic
728,denegrating,denigrating
729,dependance,dependence
730,dependancy,dependency
731,dependant,dependent
732,deriviated,derived
733,dirived,derived
734,derogitory,derogatory
735,decendant,descendant
736,descendent,descendant
737,decendants,descendants
738,decendents,descendants
739,descendents,descendants
740,decribe,describe
741,discribe,describe
742,decribed,described
743,discribed,described
744,decribes,describes
745,discribes,describes
746,decribing,describing
747,discribing,describing
748,dessicated,desiccated
749,desgined,designed
750,dessigned,designed
751,desireable,desirable
752,dispair,despair
753,desparate,desperate
754,despiration,desperation
755,dispicable,despicable
756,dispite,despite
757,stroy,destroy
758,distructive,destructive
759,detatched,detached
760,detailled,detailed
761,determinining,determining
762,detremental,detrimental
763,develope,develop
764,developped,developed
765,devolopement,development
766,divice,device
767,dael,dial
768,didnt,didn't
769,diea,die
770,diferent,different
771,diferrent,different
772,diffrent,different
773,dificulties,difficulties
774,dificulty,difficulty
775,dimention,dimension
776,dimenions,dimensions
777,dimentions,dimensions
778,diphtong,diphthong
779,dipthong,diphthong
780,diphtongs,diphthongs
781,dipthongs,diphthongs
782,driectly,directly
783,dissagreement,disagreement
784,dissapear,disappear
785,dissappear,disappear
786,dissapeared,disappeared
787,dissapearing,disappearing
788,dissapears,disappears
789,dissappears,disappears
790,disaproval,disapproval
791,diaster,disaster
792,disasterous,disastrous
793,discontentment,discontent
794,dicover,discover
795,dicovered,discovered
796,dicovering,discovering
797,dicovers,discovers
798,dicovery,discovery
799,descuss,discuss
800,desintegrated,disintegrated
801,desintegration,disintegration
802,disobediance,disobedience
803,dissobediance,disobedience
804,dissobedience,disobedience
805,disobediant,disobedient
806,dissobediant,disobedient
807,dissobedient,disobedient
808,disparingly,disparagingly
809,desparate,disparate
810,dispence,dispense
811,dispenced,dispensed
812,dispencing,dispensing
813,disatisfaction,dissatisfaction
814,disatisfied,dissatisfied
815,disemination,dissemination
816,disolved,dissolved
817,distingish,distinguish
818,distingished,distinguished
819,distingishes,distinguishes
820,distingishing,distinguishing
821,diversed,diverged
822,diversed,diverse
823,devide,divide
824,devided,divided
825,divison,division
826,divisons,divisions
827,doccument,document
828,doccumented,documented
829,doccuments,documents
830,doens,does
831,doesnt,doesn't
832,doign,doing
833,donig,doing
834,dominent,dominant
835,dominiant,dominant
836,doub,doubt
837,deram,dram
838,dramtic,dramatic
839,deram,dream
840,dreasm,dreams
841,adressing,dressing
842,drnik,drink
843,druming,drumming
844,dukeship,dukedom
845,buring,during
846,durring,during
847,dieing,dyeing
848,dieing,dying
849,earnt,earned
850,electic,eclectic
851,eclispe,eclipse
852,effecient,efficient
853,efficent,efficient
854,effeciently,efficiently
855,efficently,efficiently
856,effulence,effluence
857,affort,effort
858,efford,effort
859,effords,efforts
860,eigth,eighth
861,electon,election
862,electic,electric
863,electrial,electrical
864,electricly,electrically
865,electricty,electricity
866,electon,electron
867,elimentary,elementary
868,elphant,elephant
869,elicided,elicited
870,eligable,eligible
871,eleminated,eliminated
872,eleminating,eliminating
873,esle,else
874,eminate,emanate
875,embarass,embarrass
876,embarras,embarrass
877,embarassed,embarrassed
878,embarrased,embarrassed
879,embarassing,embarrassing
880,embarrasing,embarrassing
881,embarassment,embarrassment
882,embarrasment,embarrassment
883,embezelled,embezzled
884,imigrant,emigrant
885,emmigrated,emigrated
886,imigrated,emigrated
887,imigration,emigration
888,emminent,eminent
889,imanent,eminent
890,iminent,eminent
891,emminently,eminently
892,emmisaries,emissaries
893,emmisarries,emissaries
894,emmisarry,emissary
895,emmisary,emissary
896,emision,emission
897,emition,emission
898,emmision,emission
899,emited,emitted
900,emmited,emitted
901,emmitted,emitted
902,emiting,emitting
903,emmiting,emitting
904,emmitting,emitting
905,emition,emotion
906,emphysyma,emphysema
907,emperical,empirical
908,empirial,empirical
909,enamoured,enamored
910,enamored,enamoured
911,encryptiion,encryption
912,engeneer,engineer
913,engieneer,engineer
914,engeneering,engineering
915,engieneers,engineers
916,enlargment,enlargement
917,enlargments,enlargements
918,enlish,enlist
919,emnity,enmity
920,enourmous,enormous
921,enourmously,enormously
922,intertaining,entertaining
923,entrepeneur,entrepreneur
924,entrepeneurs,entrepreneurs
925,inumerable,enumerable
926,enviorment,environment
927,enviornment,environment
928,enviroment,environment
929,enviormental,environmental
930,enviornmental,environmental
931,enviromental,environmental
932,enviornmentalist,environmentalist
933,enviromentalist,environmentalist
934,enviormentally,environmentally
935,enviornmentally,environmentally
936,enviromentally,environmentally
937,enviorments,environments
938,enviornments,environments
939,enviroments,environments
940,equitorial,equatorial
941,equilibium,equilibrium
942,equilibrum,equilibrium
943,equippment,equipment
944,equiped,equipped
945,erested,erected
946,eratic,erratic
947,eraticly,erratically
948,essense,essence
949,esential,essential
950,essencial,essential
951,essentual,essential
952,essesital,essential
953,ethose,ethos
954,eveyr,every
955,evidentally,evidently
956,efel,evil
957,exerbate,exacerbate
958,exerbated,exacerbated
959,exagerate,exaggerate
960,exagerrate,exaggerate
961,exagerated,exaggerated
962,exagerrated,exaggerated
963,exagerates,exaggerates
964,exagerrates,exaggerates
965,exagerating,exaggerating
966,exagerrating,exaggerating
967,exhalted,exalted
968,exemple,example
969,exmaple,example
970,excedded,exceeded
971,excell,excel
972,exelent,excellent
973,excells,excels
974,exerpt,excerpt
975,exerpts,excerpts
976,excecute,execute
977,excecuted,executed
978,excecutes,executes
979,excecuting,executing
980,excecution,execution
981,exampt,exempt
982,extered,exerted
983,exibition,exhibition
984,exibitions,exhibitions
985,existance,existence
986,existant,existent
987,exoskelaton,exoskeleton
988,spects,expects
989,expell,expel
990,expells,expels
991,expalin,explain
992,exploititive,exploitative
993,extint,extant
994,exerternal,external
995,extint,extinct
996,extrordinarily,extraordinarily
997,extrordinary,extraordinary
998,extraterrestial,extraterrestrial
999,extravagent,extravagant
1000,eyars,eyas
1001,faciliate,facilitate
1002,faciliated,facilitated
1003,famoust,famous
1004,fanatism,fanaticism
1005,facinated,fascinated
1006,feasable,feasible
1007,fiel,feel
1008,fiels,feels
1009,ficticious,fictitious
1010,fictious,fictitious
1011,fiel,field
1012,fiels,fields
1013,filiament,filament
1014,fiel,file
1015,fiels,files
1016,fianlly,finally
1017,finaly,finally
1018,financialy,financially
1019,fidn,find
1020,firts,first
1021,fleed,fled
1022,firts,flirts
1023,fluorish,flourish
1024,florescent,fluorescent
1025,forbad,forbade
1026,forhead,forehead
1027,foriegn,foreign
1028,formost,foremost
1029,forunner,forerunner
1030,forfiet,forfeit
1031,fomr,form
1032,formallize,formalize
1033,formallized,formalized
1034,fourty,forty
1035,faught,fought
1036,fougth,fought
1037,foudn,found
1038,foundaries,foundries
1039,foundary,foundry
1040,fleed,freed
1041,freind,friend
1042,firends,friends
1043,fomr,from
1044,fundametal,fundamental
1045,fundametals,fundamentals
1046,funguses,fungi
1047,furuther,further
1048,gae,gale
1049,gae,game
1050,gasses,gases
1051,geneologies,genealogies
1052,geneology,genealogy
1053,generaly,generally
1054,genialia,genitalia
1055,godess,goddess
1056,godesses,goddesses
1057,gogin,going
1058,goign,going
1059,gonig,going
1060,oging,going
1061,gaurd,gourd
1062,goverment,government
1063,govorment,government
1064,govermental,governmental
1065,govormental,governmental
1066,gouvener,governor
1067,governer,governor
1068,grafitti,graffiti
1069,grammer,grammar
1070,gramatically,grammatically
1071,grammaticaly,grammatically
1072,greatful,grateful
1073,greatfully,gratefully
1074,gratuitious,gratuitous
1075,gerat,great
1076,graet,great
1077,grat,great
1078,greif,grief
1079,groupsex,group_sex
1080,grwo,grow
1081,gunanine,guanine
1082,guarentee,guarantee
1083,garanteed,guaranteed
1084,guarenteed,guaranteed
1085,guranteed,guaranteed
1086,guarentees,guarantees
1087,gaurd,guard
1088,guerrila,guerilla
1089,guerrilas,guerillas
1090,guerrila,guerrilla
1091,guerrilas,guerrillas
1092,guidence,guidance
1093,guttaral,guttural
1094,gutteral,guttural
1095,habaeus,habeas
1096,habeus,habeas
1097,ahppen,happen
1098,hapen,happen
1099,hapened,happened
1100,happended,happened
1101,hapening,happening
1102,harras,harass
1103,harrassing,harass
1104,harased,harassed
1105,harrased,harassed
1106,harases,harasses
1107,harrases,harasses
1108,harrasing,harassing
1109,harasment,harassment
1110,harrasment,harassment
1111,hace,hare
1112,ahev,have
1113,ahve,have
1114,haev,have
1115,hvae,have
1116,hvea,have
1117,hvaing,having
1118,haev,heave
1119,hvea,heave
1120,inheritage,heritage
1121,heros,heroes
1122,heterogenous,heterogeneous
1123,wholy,holy
1124,hydropilic,hydrophilic
1125,hydropobic,hydrophobic
1126,hygeine,hygiene
1127,hypocracy,hypocrisy
1128,hypocrasy,hypocrisy
1129,hypocricy,hypocrisy
1130,hypocrit,hypocrite
1131,hypocrits,hypocrites
1132,iconclastic,iconoclastic
1133,diea,idea
1134,idae,idea
1135,idaes,ideas
1136,idesa,ideas
1137,identicial,identical
1138,idealogies,ideologies
1139,idealogy,ideology
1140,idesa,ides
1141,ideosyncratic,idiosyncratic
1142,illegimacy,illegitimacy
1143,illegitmate,illegitimate
1144,ilogical,illogical
1145,alusion,illusion
1146,illution,illusion
1147,imaginery,imagery
1148,imagenary,imaginary
1149,imaginery,imaginary
1150,imagin,imagine
1151,inbalance,imbalance
1152,immitate,imitate
1153,immitated,imitated
1154,immitating,imitating
1155,immitator,imitator
1156,iminent,immanent
1157,emmediately,immediately
1158,imediately,immediately
1159,immediatley,immediately
1160,immidately,immediately
1161,immidiately,immediately
1162,imense,immense
1163,imigrant,immigrant
1164,inmigrant,immigrant
1165,inmigrants,immigrants
1166,imigrated,immigrated
1167,imigration,immigration
1168,emminent,imminent
1169,imanent,imminent
1170,iminent,imminent
1171,inpeach,impeach
1172,impedence,impedance
1173,empirial,imperial
1174,inpolite,impolite
1175,inprisonment,imprisonment
1176,improvision,improvisation
1177,inspite,in_spite
1178,inaccessable,inaccessible
1179,inappropiate,inappropriate
1180,incompatiblity,incompatibility
1181,incompetance,incompetence
1182,incompetant,incompetent
1183,incorperation,incorporation
1184,incorruptable,incorruptible
1185,increadible,incredible
1186,incredable,incredible
1187,incunabla,incunabula
1188,indefinately,indefinitely
1189,indefinitly,indefinitely
1190,independance,independence
1191,independece,independence
1192,independant,independent
1193,indipendent,independent
1194,indpendent,independent
1195,indepedantly,independently
1196,independantly,independently
1197,indipendently,independently
1198,indpendently,independently
1199,indite,indict
1200,indispensible,indispensable
1201,indisputible,indisputable
1202,indisputibly,indisputably
1203,indulgue,indulge
1204,indutrial,industrial
1205,inevatible,inevitable
1206,inevitible,inevitable
1207,infectuous,infectious
1208,infilitrate,infiltrate
1209,infilitrated,infiltrated
1210,infinit,infinite
1211,inflamation,inflammation
1212,influented,influenced
1213,influencial,influential
1214,infomation,information
1215,ingreediants,ingredients
1216,habitant,inhabitant
1217,habitants,inhabitants
1218,inheritage,inheritance
1219,initation,initiation
1220,inocence,innocence
1221,inumerable,innumerable
1222,ecidious,insidious
1223,insistance,insistence
1224,instatance,instance
1225,instade,instead
1226,insitution,institution
1227,insitutions,institutions
1228,intergrated,integrated
1229,intergration,integration
1230,intelectual,intellectual
1231,inteligence,intelligence
1232,inteligent,intelligent
1233,interbread,interbred
1234,interbread,interbreed
1235,interchangably,interchangeably
1236,intrest,interest
1237,internation,international
1238,interpet,interpret
1239,interrugum,interregnum
1240,interelated,interrelated
1241,interupt,interrupt
1242,inot,into
1243,inctroduce,introduce
1244,inctroduced,introduced
1245,intutive,intuitive
1246,intutively,intuitively
1247,inventer,inventor
1248,invertibrates,invertebrates
1249,involvment,involvement
1250,ironicly,ironically
1251,irelevent,irrelevant
1252,iresistable,irresistible
1253,iresistible,irresistible
1254,irresistable,irresistible
1255,iresistably,irresistibly
1256,iresistibly,irresistibly
1257,irresistably,irresistibly
1258,iritable,irritable
1259,iritated,irritated
1260,isnt,isn't
1261,jeapardy,jeopardy
1262,journies,journeys
1263,judical,judicial
1264,judisuary,judiciary
1265,jstu,just
1266,jsut,just
1267,ceratin,keratin
1268,kindergarden,kindergarten
1269,knwo,know
1270,konw,know
1271,kwno,know
1272,nkow,know
1273,nkwo,know
1274,knowlege,knowledge
1275,knowledgable,knowledgeable
1276,knowlegeable,knowledgeable
1277,knwos,knows
1278,konws,knows
1279,labratory,laboratory
1280,layed,laid
1281,laguage,language
1282,laguages,languages
1283,lavae,larvae
1284,lsat,last
1285,labatory,lavatory
1286,lief,leaf
1287,leanr,lean
1288,leanr,leaner
1289,leanr,learn
1290,leran,learn
1291,lerans,learns
1292,leaded,led
1293,legitamate,legitimate
1294,liesure,leisure
1295,lenght,length
1296,levle,level
1297,levetate,levitate
1298,levetated,levitated
1299,levetates,levitates
1300,levetating,levitating
1301,lible,liable
1302,liason,liaison
1303,libell,libel
1304,lible,libel
1305,libary,library
1306,lisence,licence
